Altium Designer Pick and Place Locations
C:\Users\johan\git_bms\BMS\Slave-18-cell\Sources\Project Outputs for slave-18-ltc6813-1\Pick Place for slave(automotive_single-AFE).csv

========================================================================================================================
File Design Information:

Date:       06/05/26
Time:       20.03
Revision:   220b1bcf9f0417f11ad9042d6f011817b4293b7b
Variant:    automotive_single-AFE
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"F318","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","142.9608","14.9946","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"F319","fuse_0.25A_0466.250NR","TopLayer","LITTLEFUSE_466","144.8658","9.9146","90","Fuse, Surface Mount, 466 Series, 250 mA, 125 VAC, 125 VDC, Very Fast Acting, 1206"
"R1530","3k3","TopLayer","RESC1608X05N","75.9683","65.4771","270","SMD Resistor 3k3 0603"
"T1506","NX2301P,215","TopLayer","NXP-SOT23_N","78.8258","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1524","130R","TopLayer","RESC5025X07N","78.1909","85.7971","90","SMD Resistor 130R 2010"
"R1518","130R","TopLayer","RESC5025X07N","78.1909","74.3671","270","SMD Resistor 130R 2010"
"R1531","3k3","TopLayer","RESC1608X05N","81.6833","65.4771","270","SMD Resistor 3k3 0603"
"T1507","NX2301P,215","TopLayer","NXP-SOT23_N","84.5408","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1525","130R","TopLayer","RESC5025X07N","83.9059","85.7971","90","SMD Resistor 130R 2010"
"R1519","130R","TopLayer","RESC5025X07N","83.9059","74.3671","270","SMD Resistor 130R 2010"
"R1532","3k3","TopLayer","RESC1608X05N","87.3983","65.4771","270","SMD Resistor 3k3 0603"
"T1508","NX2301P,215","TopLayer","NXP-SOT23_N","90.2558","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1526","130R","TopLayer","RESC5025X07N","89.6209","85.7971","90","SMD Resistor 130R 2010"
"R1520","130R","TopLayer","RESC5025X07N","89.6209","74.3671","270","SMD Resistor 130R 2010"
"R1533","3k3","TopLayer","RESC1608X05N","93.1133","65.4771","270","SMD Resistor 3k3 0603"
"T1509","NX2301P,215","TopLayer","NXP-SOT23_N","95.9858","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1527","130R","TopLayer","RESC5025X07N","95.3358","85.7971","90","SMD Resistor 130R 2010"
"R1521","130R","TopLayer","RESC5025X07N","95.3358","74.3671","270","SMD Resistor 130R 2010"
"R1534","3k3","TopLayer","RESC1608X05N","98.8283","65.4771","270","SMD Resistor 3k3 0603"
"T1510","NX2301P,215","TopLayer","NXP-SOT23_N","101.6658","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1528","130R","TopLayer","RESC5025X07N","101.0509","85.7971","90","SMD Resistor 130R 2010"
"R1522","130R","TopLayer","RESC5025X07N","101.0509","74.3671","270","SMD Resistor 130R 2010"
"R1535","3k3","TopLayer","RESC1608X05N","104.5433","65.4771","270","SMD Resistor 3k3 0603"
"T1511","NX2301P,215","TopLayer","NXP-SOT23_N","107.4008","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1529","130R","TopLayer","RESC5025X07N","106.7659","85.7971","90","SMD Resistor 130R 2010"
"R1523","130R","TopLayer","RESC5025X07N","106.7659","74.3671","270","SMD Resistor 130R 2010"
"R1512","3k3","TopLayer","RESC1608X05N","110.2583","65.4771","270","SMD Resistor 3k3 0603"
"T1500","NX2301P,215","TopLayer","NXP-SOT23_N","113.1158","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1506","130R","TopLayer","RESC5025X07N","112.4809","85.7971","90","SMD Resistor 130R 2010"
"R1500","130R","TopLayer","RESC5025X07N","112.5109","74.3671","270","SMD Resistor 130R 2010"
"R1513","3k3","TopLayer","RESC1608X05N","115.9733","65.4771","270","SMD Resistor 3k3 0603"
"T1501","NX2301P,215","TopLayer","NXP-SOT23_N","118.8308","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1507","130R","TopLayer","RESC5025X07N","118.1959","85.7971","90","SMD Resistor 130R 2010"
"R1501","130R","TopLayer","RESC5025X07N","118.1959","74.3671","270","SMD Resistor 130R 2010"
"R1514","3k3","TopLayer","RESC1608X05N","121.6883","65.4771","270","SMD Resistor 3k3 0603"
"R1508","130R","TopLayer","RESC5025X07N","123.9109","85.7971","90","SMD Resistor 130R 2010"
"R1502","130R","TopLayer","RESC5025X07N","123.9109","74.3671","270","SMD Resistor 130R 2010"
"R1515","3k3","TopLayer","RESC1608X05N","127.4033","65.4771","270","SMD Resistor 3k3 0603"
"T1503","NX2301P,215","TopLayer","NXP-SOT23_N","130.2733","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1509","130R","TopLayer","RESC5025X07N","129.6259","85.7971","90","SMD Resistor 130R 2010"
"R1503","130R","TopLayer","RESC5025X07N","129.6259","74.3671","270","SMD Resistor 130R 2010"
"C106_1","10n/100V","TopLayer","CAPC1608X08N","140.7383","54.6821","0","MLCC"
"R108_1","100R","TopLayer","RESC1608X05N","99.9396","19.5984","0","SMD Resistor 100R 0603"
"C102_1","1u/50V","TopLayer","CAPC2012X14N","1.6609","56.5437","0","MLCC"
"C101_1","1u/50V","TopLayer","CAPC2012X14N","92.3196","21.3446","180","MLCC"
"R1516","3k3","TopLayer","RESC1608X05N","133.1183","65.4771","270","SMD Resistor 3k3 0603"
"T1504","NX2301P,215","TopLayer","NXP-SOT23_N","135.9758","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1510","130R","TopLayer","RESC5025X07N","135.3208","85.7971","90","SMD Resistor 130R 2010"
"R1504","130R","TopLayer","RESC5025X07N","135.3408","74.3671","270","SMD Resistor 130R 2010"
"R1517","3k3","TopLayer","RESC1608X05N","138.9238","65.4771","270","SMD Resistor 3k3 0603"
"T1505","NX2301P,215","TopLayer","NXP-SOT23_N","141.6908","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1511","130R","TopLayer","RESC5025X07N","141.0559","85.7971","90","SMD Resistor 130R 2010"
"R1505","130R","TopLayer","RESC5025X07N","141.0559","74.3671","270","SMD Resistor 130R 2010"
"Z1311_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","131.5108","30.5397","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1310_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","128.9708","33.0797","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1309_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","126.4308","30.5397","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1308_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","123.8908","33.0797","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1307_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","121.3508","30.5397","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1306_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","118.8108","33.0797","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1305_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","146.7508","30.5397","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1304_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","144.2108","33.0797","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1303_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","141.6708","30.5397","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1302_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","139.1308","33.0797","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1301_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","136.5908","30.5397","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1300_1","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","134.0508","33.0797","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"C1312_1","10n/100V","TopLayer","CAPC1608X08N","117.5608","28.0121","270","MLCC"
"C1313_1","10n/100V","TopLayer","CAPC1608X08N","120.0808","27.9997","270","MLCC"
"C1314_1","10n/100V","TopLayer","CAPC1608X08N","122.6208","27.9997","270","MLCC"
"C1315_1","10n/100V","TopLayer","CAPC1608X08N","125.1608","27.9997","270","MLCC"
"C1316_1","10n/100V","TopLayer","CAPC1608X08N","127.7008","27.9997","270","MLCC"
"C1317_1","10n/100V","TopLayer","CAPC1608X08N","130.2408","27.9997","270","MLCC"
"C1300_1","10n/100V","TopLayer","CAPC1608X08N","132.7808","27.9997","270","MLCC"
"C1301_1","10n/100V","TopLayer","CAPC1608X08N","135.3208","27.9997","270","MLCC"
"C1302_1","10n/100V","TopLayer","CAPC1608X08N","137.8608","27.9997","270","MLCC"
"C1303_1","10n/100V","TopLayer","CAPC1608X08N","140.4008","27.9997","270","MLCC"
"C1304_1","10n/100V","TopLayer","CAPC1608X08N","142.9408","27.9997","270","MLCC"
"C1305_1","10n/100V","TopLayer","CAPC1608X08N","145.4808","27.9997","270","MLCC"
