Altium Designer Pick and Place Locations
C:\Users\schwarz\AppData\Local\TempReleases\Snapshot\2\Assembly foxBMS_14cell_BMS-Slave_NXP775A_minimal\pnp-data\Pick Place for slave-14-mc33775(foxBMS_14cell_BMS-Slave_NXP775A_minimal).csv

========================================================================================================================
File Design Information:

Date:       18-12-24
Time:       10:26
Revision:   Not in VersionControl
Variant:    foxBMS_14cell_BMS-Slave_NXP775A_minimal
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Height(mm)"
"R213_1","0R","TopLayer","RESC1608X05N","53.5690","38.4175","90","SMD Resistor 0R 0603","0.4500"
"R214_1","0R","TopLayer","RESC1608X05N","50.5710","38.4175","90","SMD Resistor 0R 0603","0.4500"
"R215_1","0R","TopLayer","RESC1608X05N","47.5740","38.4175","90","SMD Resistor 0R 0603","0.4500"
"R216_1","0R","TopLayer","RESC1608X05N","44.5770","38.4175","90","SMD Resistor 0R 0603","0.4500"
"R217_1","0R","TopLayer","RESC1608X05N","41.5800","38.4175","90","SMD Resistor 0R 0603","0.4500"
"R218_1","10k","TopLayer","RESC1608X05N","44.5770","19.6850","270","SMD Resistor 10k 0603","0.4500"
"R219_1","10k","TopLayer","RESC1608X05N","50.5710","19.6850","270","SMD Resistor 10k 0603","0.4500"
"R220_1","10k","TopLayer","RESC1608X05N","56.5660","19.6850","270","SMD Resistor 10k 0603","0.4500"
"R221_1","10k","TopLayer","RESC1608X05N","62.5600","19.6850","270","SMD Resistor 10k 0603","0.4500"
"R222_1","1k","TopLayer","RESC1608X05N","62.5600","31.1150","270","SMD Resistor 1k 0603","0.4500"
"R223_1","1k","TopLayer","RESC1608X05N","59.5630","31.1150","270","SMD Resistor 1k 0603","0.4500"
"R224_1","1k","TopLayer","RESC1608X05N","56.5150","31.1150","270","SMD Resistor 1k 0603","0.4500"
"R225_1","1k","TopLayer","RESC1608X05N","53.5690","31.1150","270","SMD Resistor 1k 0603","0.4500"
"R226_1","1k","TopLayer","RESC1608X05N","50.5710","31.1150","270","SMD Resistor 1k 0603","0.4500"
"R227_1","1k","TopLayer","RESC1608X05N","47.5740","31.1150","270","SMD Resistor 1k 0603","0.4500"
"R228_1","1k","TopLayer","RESC1608X05N","44.5770","31.1150","270","SMD Resistor 1k 0603","0.4500"
"R229_1","1k","TopLayer","RESC1608X05N","41.5800","31.1150","270","SMD Resistor 1k 0603","0.4500"
"T600","HM2102NLT","TopLayer","HM2102NL","140.9865","31.1048","90","Pulse HM2102NLT BMS Transformer","5.0038"
"T601","HM2102NLT","TopLayer","HM2102NL","125.1115","31.1048","90","Pulse HM2102NLT BMS Transformer","5.0038"
"TPL_H_N","Testpoint_Square","TopLayer","Testpoint_S1","134.2416","45.0150","90","Testpoint, square","0.0000"
"TPL_H_P","Testpoint_Square","TopLayer","Testpoint_S1","141.7116","45.0150","90","Testpoint, square","0.0000"
"TPL_L_N","Testpoint_Square","TopLayer","Testpoint_S1","118.3666","45.0150","90","Testpoint, square","0.0000"
"TPL_L_P","Testpoint_Square","TopLayer","Testpoint_S1","125.8366","45.0150","90","Testpoint, square","0.0000"
"U600","MC33775A","TopLayer","NXP_SOT1510-2","85.9275","47.9775","90","14 Cells Battery Cell Controller IC","1.6000"
"Vaux","Testpoint_Square","TopLayer","Testpoint_S1","65.4050","16.5100","90","Testpoint, square","0.0000"
"Vbat","Testpoint_Square","TopLayer","Testpoint_S1","80.0100","38.3700","90","Testpoint, square","0.0000"
"Vbat_con_ext","Testpoint_Square","TopLayer","Testpoint_S1","80.0100","40.0050","90","Testpoint, square","0.0000"
"Vddc","Testpoint_Square","TopLayer","Testpoint_S1","76.2000","72.3900","90","Testpoint, square","0.0000"
"Vin_DCDC","Testpoint_Square","TopLayer","Testpoint_S1","126.3650","70.4850","90","Testpoint, square","0.0000"
"Vmodule","Testpoint_Square","TopLayer","Testpoint_S1","102.2350","20.3850","90","Testpoint, square","0.0000"
